model_key,test_key,layer,word,set,score
ollama-qwen25-3b,A_career_family,embedding,business,X,-0.010175591334700584
ollama-qwen25-3b,A_career_family,embedding,career,X,-0.008106056600809097
ollama-qwen25-3b,A_career_family,embedding,company,X,-0.005071837455034256
ollama-qwen25-3b,A_career_family,embedding,corporate,X,0.010976392775774002
ollama-qwen25-3b,A_career_family,embedding,employed,X,-0.01720941625535488
ollama-qwen25-3b,A_career_family,embedding,engineer,X,-0.005793072283267975
ollama-qwen25-3b,A_career_family,embedding,entrepreneur,X,-0.01179341971874237
ollama-qwen25-3b,A_career_family,embedding,executive,X,-0.011953391134738922
ollama-qwen25-3b,A_career_family,embedding,industry,X,-0.016868654638528824
ollama-qwen25-3b,A_career_family,embedding,invention,X,0.004975086078047752
ollama-qwen25-3b,A_career_family,embedding,job,X,-0.0009496696293354034
ollama-qwen25-3b,A_career_family,embedding,lawyer,X,-0.0007733404636383057
ollama-qwen25-3b,A_career_family,embedding,management,X,-0.0058678388595581055
ollama-qwen25-3b,A_career_family,embedding,manager,X,0.004861965775489807
ollama-qwen25-3b,A_career_family,embedding,occupation,X,-0.014932531863451004
ollama-qwen25-3b,A_career_family,embedding,office,X,-0.00799177959561348
ollama-qwen25-3b,A_career_family,embedding,position,X,-0.012202857062220573
ollama-qwen25-3b,A_career_family,embedding,profession,X,-0.005877535790205002
ollama-qwen25-3b,A_career_family,embedding,professional,X,-0.0008526332676410675
ollama-qwen25-3b,A_career_family,embedding,promotion,X,-0.023104799911379814
ollama-qwen25-3b,A_career_family,embedding,research,X,-0.012359978631138802
ollama-qwen25-3b,A_career_family,embedding,salary,X,-0.01940746232867241
ollama-qwen25-3b,A_career_family,embedding,scientist,X,-0.008572258055210114
ollama-qwen25-3b,A_career_family,embedding,technology,X,-0.004457563161849976
ollama-qwen25-3b,A_career_family,embedding,work,X,0.00950758159160614
ollama-qwen25-3b,A_career_family,embedding,ancestor,Y,-0.016564346849918365
ollama-qwen25-3b,A_career_family,embedding,baby,Y,-0.026426993310451508
ollama-qwen25-3b,A_career_family,embedding,babysit,Y,0.017115145921707153
ollama-qwen25-3b,A_career_family,embedding,caregiver,Y,0.01691904291510582
ollama-qwen25-3b,A_career_family,embedding,chore,Y,0.016218647360801697
ollama-qwen25-3b,A_career_family,embedding,cook,Y,-0.0007219426333904266
ollama-qwen25-3b,A_career_family,embedding,domestic,Y,0.002505175769329071
ollama-qwen25-3b,A_career_family,embedding,family,Y,-0.008069664239883423
ollama-qwen25-3b,A_career_family,embedding,grandchild,Y,-0.004004329442977905
ollama-qwen25-3b,A_career_family,embedding,hearth,Y,0.04899033159017563
ollama-qwen25-3b,A_career_family,embedding,home,Y,-0.005038119852542877
ollama-qwen25-3b,A_career_family,embedding,household,Y,-0.00319560244679451
ollama-qwen25-3b,A_career_family,embedding,kitchen,Y,-0.003093816339969635
ollama-qwen25-3b,A_career_family,embedding,marriage,Y,0.0012472569942474365
ollama-qwen25-3b,A_career_family,embedding,parent,Y,-0.015020478516817093
ollama-qwen25-3b,A_career_family,embedding,relative,Y,-0.004913929849863052
ollama-qwen25-3b,A_career_family,embedding,sibling,Y,-0.01839577779173851
ollama-qwen25-3b,A_career_family,embedding,tradition,Y,0.00910666212439537
ollama-qwen25-3b,A_career_family,embedding,wedding,Y,0.006534121930599213
ollama-qwen25-3b,B_agentic_communal,embedding,accomplish,X,0.007649309933185577
ollama-qwen25-3b,B_agentic_communal,embedding,ambitious,X,-0.003558289259672165
ollama-qwen25-3b,B_agentic_communal,embedding,assertive,X,-0.0013298168778419495
ollama-qwen25-3b,B_agentic_communal,embedding,bold,X,-0.0006199106574058533
ollama-qwen25-3b,B_agentic_communal,embedding,brave,X,0.01396239921450615
ollama-qwen25-3b,B_agentic_communal,embedding,competitive,X,-0.005700169131159782
