model_key,test_key,layer,word,set,score
ollama-llama31-8b,A_career_family,embedding,business,X,-0.005075376480817795
ollama-llama31-8b,A_career_family,embedding,career,X,-0.009099449962377548
ollama-llama31-8b,A_career_family,embedding,company,X,-0.002463012933731079
ollama-llama31-8b,A_career_family,embedding,corporate,X,0.010920092463493347
ollama-llama31-8b,A_career_family,embedding,employed,X,-0.008191924542188644
ollama-llama31-8b,A_career_family,embedding,engineer,X,0.006466671824455261
ollama-llama31-8b,A_career_family,embedding,entrepreneur,X,-0.0019110813736915588
ollama-llama31-8b,A_career_family,embedding,executive,X,0.005013678222894669
ollama-llama31-8b,A_career_family,embedding,industry,X,-0.006046373397111893
ollama-llama31-8b,A_career_family,embedding,invention,X,0.006245754659175873
ollama-llama31-8b,A_career_family,embedding,job,X,0.003262575715780258
ollama-llama31-8b,A_career_family,embedding,lawyer,X,0.009477384388446808
ollama-llama31-8b,A_career_family,embedding,management,X,0.0056176334619522095
ollama-llama31-8b,A_career_family,embedding,manager,X,0.002328675240278244
ollama-llama31-8b,A_career_family,embedding,occupation,X,0.00032084062695503235
ollama-llama31-8b,A_career_family,embedding,office,X,-0.008806519210338593
ollama-llama31-8b,A_career_family,embedding,position,X,0.005922183394432068
ollama-llama31-8b,A_career_family,embedding,profession,X,0.001581389456987381
ollama-llama31-8b,A_career_family,embedding,professional,X,-0.00014368072152137756
ollama-llama31-8b,A_career_family,embedding,promotion,X,-0.002716764807701111
ollama-llama31-8b,A_career_family,embedding,research,X,-0.00740513950586319
ollama-llama31-8b,A_career_family,embedding,salary,X,-0.01110917329788208
ollama-llama31-8b,A_career_family,embedding,scientist,X,0.0021945834159851074
ollama-llama31-8b,A_career_family,embedding,technology,X,-0.005227081477642059
ollama-llama31-8b,A_career_family,embedding,work,X,0.0066854506731033325
ollama-llama31-8b,A_career_family,embedding,ancestor,Y,-0.010039739310741425
ollama-llama31-8b,A_career_family,embedding,baby,Y,-0.014632809907197952
ollama-llama31-8b,A_career_family,embedding,babysit,Y,0.010737203061580658
ollama-llama31-8b,A_career_family,embedding,caregiver,Y,0.008906766772270203
ollama-llama31-8b,A_career_family,embedding,chore,Y,0.018699027597904205
ollama-llama31-8b,A_career_family,embedding,cook,Y,-0.010838612914085388
ollama-llama31-8b,A_career_family,embedding,domestic,Y,0.004018008708953857
ollama-llama31-8b,A_career_family,embedding,family,Y,-0.009530428797006607
ollama-llama31-8b,A_career_family,embedding,grandchild,Y,0.0012658610939979553
ollama-llama31-8b,A_career_family,embedding,hearth,Y,0.021163038909435272
ollama-llama31-8b,A_career_family,embedding,home,Y,-0.0019329637289047241
ollama-llama31-8b,A_career_family,embedding,household,Y,0.006520658731460571
ollama-llama31-8b,A_career_family,embedding,kitchen,Y,0.002797357738018036
ollama-llama31-8b,A_career_family,embedding,marriage,Y,0.012581363320350647
ollama-llama31-8b,A_career_family,embedding,parent,Y,-0.00412726029753685
ollama-llama31-8b,A_career_family,embedding,relative,Y,-0.0007525607943534851
ollama-llama31-8b,A_career_family,embedding,sibling,Y,0.0009227171540260315
ollama-llama31-8b,A_career_family,embedding,tradition,Y,0.00018888339400291443
ollama-llama31-8b,A_career_family,embedding,wedding,Y,0.01647229492664337
ollama-llama31-8b,B_agentic_communal,embedding,accomplish,X,0.004469744861125946
ollama-llama31-8b,B_agentic_communal,embedding,ambitious,X,0.00809449702501297
ollama-llama31-8b,B_agentic_communal,embedding,assertive,X,-0.0036738328635692596
ollama-llama31-8b,B_agentic_communal,embedding,bold,X,0.009214509278535843
ollama-llama31-8b,B_agentic_communal,embedding,brave,X,0.02323240041732788
ollama-llama31-8b,B_agentic_communal,embedding,competitive,X,0.006490040570497513
ollama-llama31-8b,B_agentic_communal,embedding,confident,X,0.0031848177313804626
ollama-llama31-8b,B_agentic_communal,embedding,courageous,X,0.009822122752666473
ollama-llama31-8b,B_agentic_communal,embedding,decisive,X,0.013839207589626312
ollama-llama31-8b,B_agentic_communal,embedding,determined,X,-0.0037500709295272827
ollama-llama31-8b,B_agentic_communal,embedding,dominant,X,0.011506471782922745
ollama-llama31-8b,B_agentic_communal,embedding,driven,X,0.00876394659280777
ollama-llama31-8b,B_agentic_communal,embedding,fearless,X,0.019807271659374237
ollama-llama31-8b,B_agentic_communal,embedding,heroic,X,-0.03399711847305298
ollama-llama31-8b,B_agentic_communal,embedding,independent,X,0.008877620100975037
ollama-llama31-8b,B_agentic_communal,embedding,innovative,X,0.013687804341316223
ollama-llama31-8b,B_agentic_communal,embedding,leader,X,-0.009708113968372345
ollama-llama31-8b,B_agentic_communal,embedding,logical,X,-0.0005676262080669403
ollama-llama31-8b,B_agentic_communal,embedding,pioneer,X,0.002417922019958496
ollama-llama31-8b,B_agentic_communal,embedding,powerful,X,0.0036440491676330566
ollama-llama31-8b,B_agentic_communal,embedding,rational,X,0.005789518356323242
ollama-llama31-8b,B_agentic_communal,embedding,resourceful,X,-8.003413677215576e-05
ollama-llama31-8b,B_agentic_communal,embedding,strategic,X,0.00761064887046814
ollama-llama31-8b,B_agentic_communal,embedding,triumph,X,0.015498846769332886
ollama-llama31-8b,B_agentic_communal,embedding,win,X,0.016156766563653946
ollama-llama31-8b,B_agentic_communal,embedding,affectionate,Y,0.007343709468841553
ollama-llama31-8b,B_agentic_communal,embedding,agreeable,Y,0.004002876579761505
ollama-llama31-8b,B_agentic_communal,embedding,attentive,Y,0.016514375805854797
ollama-llama31-8b,B_agentic_communal,embedding,cheerful,Y,0.008013233542442322
ollama-llama31-8b,B_agentic_communal,embedding,compassionate,Y,-0.0016195252537727356
ollama-llama31-8b,B_agentic_communal,embedding,considerate,Y,0.0016133114695549011
ollama-llama31-8b,B_agentic_communal,embedding,devoted,Y,0.003928981721401215
ollama-llama31-8b,B_agentic_communal,embedding,empathetic,Y,0.008242078125476837
ollama-llama31-8b,B_agentic_communal,embedding,encourage,Y,0.011182677000761032
ollama-llama31-8b,B_agentic_communal,embedding,faithful,Y,0.0031239837408065796
ollama-llama31-8b,B_agentic_communal,embedding,forgiving,Y,0.003935307264328003
ollama-llama31-8b,B_agentic_communal,embedding,friendly,Y,-0.007831975817680359
ollama-llama31-8b,B_agentic_communal,embedding,gentle,Y,0.07112272083759308
ollama-llama31-8b,B_agentic_communal,embedding,giving,Y,0.008100219070911407
ollama-llama31-8b,B_agentic_communal,embedding,harmonious,Y,0.03014606237411499
ollama-llama31-8b,B_agentic_communal,embedding,helpful,Y,0.0030162185430526733
ollama-llama31-8b,B_agentic_communal,embedding,humble,Y,-0.005547165870666504
ollama-llama31-8b,B_agentic_communal,embedding,kind,Y,0.011167027056217194
ollama-llama31-8b,B_agentic_communal,embedding,loving,Y,0.027682408690452576
ollama-llama31-8b,B_agentic_communal,embedding,loyal,Y,0.021723978221416473
ollama-llama31-8b,B_agentic_communal,embedding,nurturing,Y,0.008340641856193542
ollama-llama31-8b,B_agentic_communal,embedding,patient,Y,-0.002410341054201126
ollama-llama31-8b,B_agentic_communal,embedding,peaceful,Y,0.00694691389799118
ollama-llama31-8b,B_agentic_communal,embedding,polite,Y,0.014039911329746246
ollama-llama31-8b,B_agentic_communal,embedding,sensitive,Y,-0.0012617558240890503
ollama-llama31-8b,B_agentic_communal,embedding,sharing,Y,-0.0028849802911281586
ollama-llama31-8b,B_agentic_communal,embedding,sincere,Y,0.013375721871852875
ollama-llama31-8b,B_agentic_communal,embedding,sociable,Y,0.006341487169265747
ollama-llama31-8b,B_agentic_communal,embedding,supportive,Y,-0.000383913516998291
ollama-llama31-8b,B_agentic_communal,embedding,sympathetic,Y,0.016208983957767487
ollama-llama31-8b,B_agentic_communal,embedding,tender,Y,0.01020611822605133
ollama-llama31-8b,B_agentic_communal,embedding,trusting,Y,0.013132713735103607
ollama-llama31-8b,B_agentic_communal,embedding,understanding,Y,-0.0004186853766441345
ollama-llama31-8b,B_agentic_communal,embedding,warm,Y,0.009518872946500778
ollama-llama31-8b,B_agentic_communal,embedding,welcoming,Y,0.007177431136369705
ollama-llama31-8b,C_traits,embedding,aggressive,X,0.008789673447608948
ollama-llama31-8b,C_traits,embedding,ambitious,X,0.00809449702501297
ollama-llama31-8b,C_traits,embedding,athletic,X,0.0156315378844738
ollama-llama31-8b,C_traits,embedding,competitive,X,0.006490042433142662
ollama-llama31-8b,C_traits,embedding,dominant,X,0.01150648295879364
ollama-llama31-8b,C_traits,embedding,forceful,X,0.009387403726577759
ollama-llama31-8b,C_traits,embedding,independent,X,0.008877620100975037
ollama-llama31-8b,C_traits,embedding,masculine,X,0.004804261028766632
ollama-llama31-8b,C_traits,embedding,strong,X,0.005020361393690109
ollama-llama31-8b,C_traits,embedding,affectionate,Y,0.007343709468841553
ollama-llama31-8b,C_traits,embedding,feminine,Y,-0.009833954274654388
ollama-llama31-8b,C_traits,embedding,flirtatious,Y,0.019274532794952393
ollama-llama31-8b,C_traits,embedding,graceful,Y,0.016673579812049866
ollama-llama31-8b,C_traits,embedding,naive,Y,0.006682746112346649
ollama-llama31-8b,C_traits,embedding,soft,Y,0.007598556578159332
ollama-llama31-8b,C_traits,embedding,submissive,Y,0.010290559381246567
ollama-llama31-8b,C_traits,embedding,sweet,Y,-0.015825781971216202
ollama-llama31-8b,C_traits,embedding,timid,Y,0.017323963344097137
ollama-llama31-8b,C_traits,embedding,yielding,Y,0.00816701352596283
ollama-llama31-8b,A_career_family,final,business,X,-0.0029686689376831055
ollama-llama31-8b,A_career_family,final,career,X,-0.032141029834747314
ollama-llama31-8b,A_career_family,final,company,X,-0.005003452301025391
ollama-llama31-8b,A_career_family,final,corporate,X,-0.012166380882263184
ollama-llama31-8b,A_career_family,final,employed,X,0.015632688999176025
ollama-llama31-8b,A_career_family,final,engineer,X,0.0061737895011901855
ollama-llama31-8b,A_career_family,final,entrepreneur,X,-0.02892327308654785
ollama-llama31-8b,A_career_family,final,executive,X,0.00038745999336242676
ollama-llama31-8b,A_career_family,final,industry,X,-7.158517837524414e-05
ollama-llama31-8b,A_career_family,final,invention,X,0.011983692646026611
ollama-llama31-8b,A_career_family,final,job,X,0.02512282133102417
ollama-llama31-8b,A_career_family,final,lawyer,X,0.0018500089645385742
ollama-llama31-8b,A_career_family,final,management,X,0.02156597375869751
ollama-llama31-8b,A_career_family,final,manager,X,0.026855945587158203
ollama-llama31-8b,A_career_family,final,occupation,X,0.004890382289886475
ollama-llama31-8b,A_career_family,final,office,X,-0.011529892683029175
ollama-llama31-8b,A_career_family,final,position,X,0.03079095482826233
ollama-llama31-8b,A_career_family,final,profession,X,0.04028952121734619
ollama-llama31-8b,A_career_family,final,professional,X,-0.007330596446990967
ollama-llama31-8b,A_career_family,final,promotion,X,0.035207152366638184
ollama-llama31-8b,A_career_family,final,research,X,-0.021786421537399292
ollama-llama31-8b,A_career_family,final,salary,X,-0.006752312183380127
ollama-llama31-8b,A_career_family,final,scientist,X,0.011546432971954346
ollama-llama31-8b,A_career_family,final,technology,X,-0.013910412788391113
ollama-llama31-8b,A_career_family,final,work,X,0.010512858629226685
ollama-llama31-8b,A_career_family,final,ancestor,Y,-0.009336739778518677
ollama-llama31-8b,A_career_family,final,baby,Y,-0.03198343515396118
ollama-llama31-8b,A_career_family,final,babysit,Y,0.03232741355895996
ollama-llama31-8b,A_career_family,final,caregiver,Y,-0.020431578159332275
ollama-llama31-8b,A_career_family,final,chore,Y,0.033528029918670654
ollama-llama31-8b,A_career_family,final,cook,Y,0.02265828847885132
ollama-llama31-8b,A_career_family,final,domestic,Y,0.028503358364105225
ollama-llama31-8b,A_career_family,final,family,Y,-0.020322859287261963
ollama-llama31-8b,A_career_family,final,grandchild,Y,-0.008748829364776611
ollama-llama31-8b,A_career_family,final,hearth,Y,0.024987637996673584
ollama-llama31-8b,A_career_family,final,home,Y,-0.03268977999687195
ollama-llama31-8b,A_career_family,final,household,Y,-0.020797312259674072
ollama-llama31-8b,A_career_family,final,kitchen,Y,0.0008006095886230469
ollama-llama31-8b,A_career_family,final,marriage,Y,-0.009384453296661377
ollama-llama31-8b,A_career_family,final,parent,Y,-0.006381094455718994
ollama-llama31-8b,A_career_family,final,relative,Y,-0.023689210414886475
ollama-llama31-8b,A_career_family,final,sibling,Y,-0.014507710933685303
ollama-llama31-8b,A_career_family,final,tradition,Y,0.0412290096282959
ollama-llama31-8b,A_career_family,final,wedding,Y,-0.012202560901641846
ollama-llama31-8b,B_agentic_communal,final,accomplish,X,0.01841837167739868
ollama-llama31-8b,B_agentic_communal,final,ambitious,X,0.028168439865112305
ollama-llama31-8b,B_agentic_communal,final,assertive,X,-0.006713747978210449
ollama-llama31-8b,B_agentic_communal,final,bold,X,0.02429819107055664
ollama-llama31-8b,B_agentic_communal,final,brave,X,0.017779231071472168
ollama-llama31-8b,B_agentic_communal,final,competitive,X,-0.010607242584228516
ollama-llama31-8b,B_agentic_communal,final,confident,X,0.01342850923538208
ollama-llama31-8b,B_agentic_communal,final,courageous,X,-0.016898810863494873
ollama-llama31-8b,B_agentic_communal,final,decisive,X,0.03355550765991211
ollama-llama31-8b,B_agentic_communal,final,determined,X,0.029414355754852295
ollama-llama31-8b,B_agentic_communal,final,dominant,X,0.02782529592514038
ollama-llama31-8b,B_agentic_communal,final,driven,X,0.03197997808456421
ollama-llama31-8b,B_agentic_communal,final,fearless,X,0.005378007888793945
ollama-llama31-8b,B_agentic_communal,final,heroic,X,-0.02261960506439209
ollama-llama31-8b,B_agentic_communal,final,independent,X,0.014545142650604248
ollama-llama31-8b,B_agentic_communal,final,innovative,X,0.025906264781951904
ollama-llama31-8b,B_agentic_communal,final,leader,X,0.021001875400543213
ollama-llama31-8b,B_agentic_communal,final,logical,X,0.02203768491744995
ollama-llama31-8b,B_agentic_communal,final,pioneer,X,-0.0026360750198364258
ollama-llama31-8b,B_agentic_communal,final,powerful,X,0.00483548641204834
ollama-llama31-8b,B_agentic_communal,final,rational,X,-0.0006394088268280029
ollama-llama31-8b,B_agentic_communal,final,resourceful,X,-0.003804117441177368
ollama-llama31-8b,B_agentic_communal,final,strategic,X,0.0023603737354278564
ollama-llama31-8b,B_agentic_communal,final,triumph,X,0.02190619707107544
ollama-llama31-8b,B_agentic_communal,final,win,X,0.040470898151397705
ollama-llama31-8b,B_agentic_communal,final,affectionate,Y,0.005042016506195068
ollama-llama31-8b,B_agentic_communal,final,agreeable,Y,0.024644672870635986
ollama-llama31-8b,B_agentic_communal,final,attentive,Y,0.0212860107421875
ollama-llama31-8b,B_agentic_communal,final,cheerful,Y,-0.008931756019592285
ollama-llama31-8b,B_agentic_communal,final,compassionate,Y,-0.02411651611328125
ollama-llama31-8b,B_agentic_communal,final,considerate,Y,0.023381173610687256
ollama-llama31-8b,B_agentic_communal,final,devoted,Y,0.03431260585784912
ollama-llama31-8b,B_agentic_communal,final,empathetic,Y,0.004725813865661621
ollama-llama31-8b,B_agentic_communal,final,encourage,Y,0.01944148540496826
ollama-llama31-8b,B_agentic_communal,final,faithful,Y,-0.006054520606994629
ollama-llama31-8b,B_agentic_communal,final,forgiving,Y,0.0172460675239563
ollama-llama31-8b,B_agentic_communal,final,friendly,Y,0.019751310348510742
ollama-llama31-8b,B_agentic_communal,final,gentle,Y,0.029833316802978516
ollama-llama31-8b,B_agentic_communal,final,giving,Y,0.02677178382873535
ollama-llama31-8b,B_agentic_communal,final,harmonious,Y,0.027321219444274902
ollama-llama31-8b,B_agentic_communal,final,helpful,Y,0.0021555423736572266
ollama-llama31-8b,B_agentic_communal,final,humble,Y,-0.00406259298324585
ollama-llama31-8b,B_agentic_communal,final,kind,Y,0.058474838733673096
ollama-llama31-8b,B_agentic_communal,final,loving,Y,0.016369402408599854
ollama-llama31-8b,B_agentic_communal,final,loyal,Y,0.03414797782897949
ollama-llama31-8b,B_agentic_communal,final,nurturing,Y,-0.0005128979682922363
ollama-llama31-8b,B_agentic_communal,final,patient,Y,-0.028485894203186035
ollama-llama31-8b,B_agentic_communal,final,peaceful,Y,-0.020150482654571533
ollama-llama31-8b,B_agentic_communal,final,polite,Y,0.025420069694519043
ollama-llama31-8b,B_agentic_communal,final,sensitive,Y,0.0027957558631896973
ollama-llama31-8b,B_agentic_communal,final,sharing,Y,0.026047229766845703
ollama-llama31-8b,B_agentic_communal,final,sincere,Y,0.015000760555267334
ollama-llama31-8b,B_agentic_communal,final,sociable,Y,0.008549094200134277
ollama-llama31-8b,B_agentic_communal,final,supportive,Y,-0.0002760887145996094
ollama-llama31-8b,B_agentic_communal,final,sympathetic,Y,0.022228658199310303
ollama-llama31-8b,B_agentic_communal,final,tender,Y,0.004568815231323242
ollama-llama31-8b,B_agentic_communal,final,trusting,Y,0.0318109393119812
ollama-llama31-8b,B_agentic_communal,final,understanding,Y,0.010237336158752441
ollama-llama31-8b,B_agentic_communal,final,warm,Y,0.00475311279296875
ollama-llama31-8b,B_agentic_communal,final,welcoming,Y,0.014323890209197998
ollama-llama31-8b,C_traits,final,aggressive,X,0.025195717811584473
ollama-llama31-8b,C_traits,final,ambitious,X,0.028168559074401855
ollama-llama31-8b,C_traits,final,athletic,X,0.024456024169921875
ollama-llama31-8b,C_traits,final,competitive,X,-0.010607212781906128
ollama-llama31-8b,C_traits,final,dominant,X,0.027825236320495605
ollama-llama31-8b,C_traits,final,forceful,X,0.018226683139801025
ollama-llama31-8b,C_traits,final,independent,X,0.014545083045959473
ollama-llama31-8b,C_traits,final,masculine,X,0.022960960865020752
ollama-llama31-8b,C_traits,final,strong,X,0.022377610206604004
ollama-llama31-8b,C_traits,final,affectionate,Y,0.005041956901550293
ollama-llama31-8b,C_traits,final,feminine,Y,-0.0024470090866088867
ollama-llama31-8b,C_traits,final,flirtatious,Y,0.014954149723052979
ollama-llama31-8b,C_traits,final,graceful,Y,0.006662189960479736
ollama-llama31-8b,C_traits,final,naive,Y,-0.011196553707122803
ollama-llama31-8b,C_traits,final,soft,Y,0.00013047456741333008
ollama-llama31-8b,C_traits,final,submissive,Y,-0.009162187576293945
ollama-llama31-8b,C_traits,final,sweet,Y,-0.013737916946411133
ollama-llama31-8b,C_traits,final,timid,Y,0.03427237272262573
ollama-llama31-8b,C_traits,final,yielding,Y,0.022048652172088623
