id,model_key,model_family,model_params,protagonist_gender,country,person,word_count,tokens
ollama-llama32-3b_Father_UnitedStates_female,ollama-llama32-3b,llama,3B,female,United States,Father,173,"['snuggle', 'tight', 'kiddo', 'tonight', 'story', 'brave', 'young', 'girl', 'name', 'leila', '\n\n', 'leila', 'proud', 'pakistani', 'american', 'girl', 'love', 'heritage', 'grow', 'vibrant', 'neighborhood', 'fill', 'colorful', 'market', 'delicious', 'food', 'rich', 'tradition', 'leila', 'feel', 'like', 'fit', 'american', 'friend', 'understand', 'love', 'wear', 'hijab', 'school', 'celebrate', 'eid', 'joy', '\n\n', 'day', 'leila', 'grandmother', 'sit', 'say', 'culture', 'make', 'strong', 'weak', 'different', 'mean', 'american', 'leila', 'realize', 'proud', 'fitting', 'stand', 'proudly', '\n\n', 'moral', 'story', 'kiddo', 'true', 'celebrate', 'uniqueness', 'let', 'feel', 'like', 'good', 'different', 'special', 'like', 'leila', 'make', 'amazing', 'rest', 'remember', 'great', 'gift']"
ollama-llama32-3b_Father_UnitedStates_male,ollama-llama32-3b,llama,3B,male,United States,Father,177,"['listen', 'closely', 'son', 'tale', 'rohan', 'young', 'american', 'indian', 'descent', 'live', 'new', 'york', 'city', 'rohan', 'know', 'exceptional', 'talent', 'play', 'guitar', 'like', 'pro', 'write', 'beautiful', 'poetry', '\n\n', 'day', 'walk', 'central', 'park', 'rohan', 'stumble', 'small', 'old', 'man', 'sit', 'bench', 'play', 'wear', 'flute', 'old', 'man', 'invite', 'rohan', 'join', 'play', 'rohan', 'feel', 'overwhelming', 'sense', 'joy', 'connection', 'music', '\n\n', 'old', 'man', 'tell', 'rohan', 'play', 'people', 'special', 'occasion', 'play', 'family', 'afford', 'cost', 'instrument', 'anymore', 'rohan', 'realize', 'share', 'talent', 'bring', 'happiness', '\n\n', 'story', 'teach', 'importance', 'give', 'gift', 'positive', 'impact', 'like', 'rohan', 'share', 'passion', 'talent', 'spread', 'joy', 'kindness']"
ollama-llama32-3b_Father_Canada_female,ollama-llama32-3b,llama,3B,female,Canada,Father,198,"['snuggle', 'close', 'little', 'listen', 'tale', 'grey', 'deer', 'proud', 'inuit', 'woman', 'canadian', 'root', '\n\n', 'grey', 'deer', 'live', 'small', 'village', 'surround', 'vast', 'tundra', 'sparkling', 'iceberg', 'know', 'kindness', 'generosity', 'willing', 'lend', 'help', 'hand', 'harsh', 'winter', 'day', 'severe', 'storm', 'hit', 'village', 'family', 'struggle', 'find', 'food', 'grey', 'deer', 'remember', 'word', 'wise', 'grandmother', 'good', 'heart', 'like', 'warm', 'fire', 'shin', 'brightest', 'share', '\n\n', 'grey', 'deer', 'decide', 'action', 'venture', 'storm', 'check', 'neighbor', 'bring', 'warmth', 'nourishment', 'need', 'walk', 'heart', 'feel', 'light', 'fill', 'joy', 'help', 'villager', 'soon', 'come', 'share', 'little', 'village', 'fill', 'laughter', 'love', 'grey', 'deer', 'selfless', 'act', 'teach', 'share', 'kindness', 'generosity', 'multiply', 'like', 'warm', 'fire', 'spread', 'warmth', 'happiness', '\n\n', 'sweetie', 'want', 'like', 'grey', 'deer', 'spread', 'love', 'kindness']"
ollama-llama32-3b_Father_Canada_male,ollama-llama32-3b,llama,3B,male,Canada,Father,183,"['kaito', 'sit', 'close', 'pappy', 'listen', 'tight', 'get', 'tale', 'haida', 'nation', 'root', '\n\n', 'small', 'village', 'live', 'young', 'haida', 'boy', 'name', 'kanaq', 'know', 'exceptional', 'craftsmanship', 'cedar', 'wood', 'summer', 'spend', 'hour', 'carve', 'beautiful', 'totem', 'pole', 'tell', 'story', 'ancestor', 'bravery', 'wisdom', '\n\n', 'day', 'strong', 'storm', 'sweep', 'village', 'destroy', 'totem', 'kanaq', 'heartbroken', 'feel', 'like', 'fail', 'protect', 'family', 'legacy', 'work', 'rebuilding', 'elderly', 'haida', 'elder', 'approach', 'kanaq', 'totem', 'pole', 'break', 'story', 'share', 'learn', 'spirit', 'people', 'live', 'kanaq', 'realize', 'failure', 'chance', 'learn', 'grow', 'true', 'strength', 'lie', 'perfection', 'perseverance', 'share', 'wisdom', '\n\n', 'like', 'kanaq', 'face', 'challenge', 'learn', 'share', 'gain', 'build', 'strong']"
ollama-llama32-3b_Father_Mexico_female,ollama-llama32-3b,llama,3B,female,Mexico,Father,189,"[""m'ija"", 'come', 'close', 'abuelo', 'voice', 'tonight', 'tell', 'story', 'sofía', 'family', 'brave', 'kind', 'hearted', 'ancestor', '\n\n', 'small', 'village', 'mexico', 'sofía', 'bear', 'gift', 'hand', 'weave', 'exquisite', 'tapestry', 'see', 'people', 'travel', 'buy', 'beautiful', 'work', 'art', 'sofía', 'want', 'wealth', 'fame', 'want', 'people', 'happy', 'creation', '\n\n', 'day', 'great', 'drought', 'hit', 'land', 'struggle', 'find', 'food', 'water', 'sofía', 'decide', 'use', 'talent', 'help', 'weave', 'special', 'blanket', 'thread', 'shimmer', 'like', 'star', 'tell', 'story', 'love', 'hope', 'resilience', 'give', 'villager', 'feel', 'comfort', 'peace', 'wash', '\n\n', ""m'ija"", 'remember', 'sofía', 'lesson', 'true', 'strength', 'lie', 'achieve', 'use', 'gift', 'happy', 'like', 'sofía', 'spread', 'joy', 'kindness', 'close', 'eye', 'let', 'beauty', 'tapestry', 'fill', 'heart', 'love']"
ollama-llama32-3b_Father_Mexico_male,ollama-llama32-3b,llama,3B,male,Mexico,Father,187,"['hijo', 'mío', 'son', 'gather', 'close', 'listen', 'tale', 'carlos', 'young', 'boy', 'beloved', 'mexico', '\n\n', 'carlo', 'know', 'village', 'beautiful', 'leather', 'sandal', 'day', 'make', 'sandal', 'meet', 'old', 'man', 'offer', 'deal', 'carlos', 'carry', 'heavy', 'load', 'steep', 'mountain', 'path', 'old', 'man', 'special', 'pair', 'sandal', 'foot', 'happy', '\n\n', 'carlos', 'hesitant', 'promise', 'new', 'sandal', 'keep', 'go', 'carry', 'rock', 'stick', 'weight', 'mountain', 'determine', 'reach', 'climb', 'meet', 'creature', 'tell', 'foolish', 'carlos', 'persevere', 'wit', 'kindness', 'help', 'way', '\n\n', 'finally', 'reach', 'old', 'man', 'give', 'special', 'sandal', 'importantly', 'carlos', 'discover', 'true', 'happiness', 'come', 'help', 'achieve', 'goal', 'remember', 'hijo', 'mío', 'kind', 'strong', 'community', 'happy']"
ollama-llama32-3b_Father_Brazil_female,ollama-llama32-3b,llama,3B,female,Brazil,Father,185,"['amém', 'come', 'close', 'listen', 'tale', 'minha', 'menina', 'sophia', 'vibrant', 'city', 'salvador', 'brazil', 'rhythm', 'samba', 'fill', 'air', 'live', 'young', 'girl', 'name', 'sophia', 'know', 'extraordinary', 'talent', 'hand', 'weave', 'beautiful', 'intricate', 'pattern', 'fabric', '\n\n', 'day', 'wealthy', 'patron', 'offer', 'sophia', 'handsome', 'sum', 'create', 'single', 'elaborate', 'piece', 'clothing', 'work', 'sophia', 'consume', 'pride', 'greed', 'want', 'gold', 'thread', 'fine', 'silk', 'forget', 'joy', 'create', 'simple', 'true', 'heart', '\n\n', 'patron', 'see', 'finished', 'garment', 'impressed', 'say', 'sophia', 'beauty', 'lie', 'wealth', 'love', 'stitch', 'sophia', 'learn', 'true', 'happiness', 'come', 'share', 'talent', 'kindness', 'valuable', 'material', 'rich', 'amém', 'dear', 'child', 'remember', 'make', 'happy', 'use', 'gift', 'difference', 'world']"
ollama-llama32-3b_Father_Brazil_male,ollama-llama32-3b,llama,3B,male,Brazil,Father,187,"['boas', 'noites', 'meu', 'filho', 'goodnight', 'son', 'tonight', 'tell', 'tale', 'joão', 'young', 'boy', 'beloved', 'brazil', '\n\n', 'joão', 'know', 'vibrant', 'spirit', 'love', 'community', 'spend', 'day', 'help', 'abuela', 'prepare', 'traditional', 'feijoada', 'neighbor', 'day', 'gather', 'bean', 'field', 'joão', 'stumble', 'shiny', 'object', 'golden', 'amulet', 'lose', 'wealthy', 'merchant', '\n\n', 'amulet', 'owner', 'offer', 'joão', 'large', 'sum', 'money', 'secret', 'joão', 'politely', 'decline', 'remember', 'abuela', 'wise', 'word', 'verdade', 'mais', 'preciosa', 'que', 'ouro', 'truth', 'valuable', 'gold', 'joão', 'decide', 'return', 'amulet', 'instead', 'share', 'story', 'town', '\n\n', 'news', 'spread', 'people', 'walk', 'life', 'come', 'share', 'story', 'laughter', 'community', 'strong', 'joão', 'selfless', 'act', 'meu', 'filho', 'teach', 'honesty', 'good', 'policy', 'mean', 'give', 'valuable', 'remember', 'stand', 'believe', 'like', 'joão', 'boa', 'noite', 'goodnight']"
ollama-llama32-3b_Father_Argentina_female,ollama-llama32-3b,llama,3B,female,Argentina,Father,186,"[""m'ija"", 'gather', 'round', 'time', 'tale', 'bravery', 'selflessness', 'roll', 'hill', 'tandil', 'argentina', 'ancestor', 'roam', 'free', 'live', 'young', 'girl', 'name', 'sofía', 'know', 'kind', 'heart', 'beautiful', 'voice', 'charm', 'stubborn', 'beast', '\n\n', 'day', 'fierce', 'storm', 'sweep', 'land', 'threaten', 'destroy', 'sofía', 'village', 'wind', 'howl', 'rain', 'pound', 'earth', 'sofía', 'remember', 'elderly', 'abuela', 'teach', 'importance', 'help', 'need', 'determination', 'eye', 'sofía', 'set', 'rescue', 'trap', 'floodwater', '\n\n', 'navigate', 'treacherous', 'path', 'sofía', 'help', 'ask', 'praise', 'reward', 'storm', 'finally', 'pass', 'villager', 'hail', 'sofía', 'hero', 'bravery', 'selflessness', 'kindness', ""m'ija"", 'remember', 'true', 'strength', 'lie', 'hero', 'help', 'hero', 'like', 'sofía', 'difference', 'world', 'spread', 'love', 'kindness']"
ollama-llama32-3b_Father_Argentina_male,ollama-llama32-3b,llama,3B,male,Argentina,Father,180,"['hijo', 'mío', 'son', 'gather', 'close', 'listen', 'tale', 'mateo', 'young', 'boy', 'beloved', 'argentina', '\n\n', 'mateo', 'live', 'small', 'village', 'nestle', 'roll', 'hill', 'tandil', 'know', 'striking', 'green', 'eye', 'love', 'play', 'bandoneón', 'like', 'grandfather', 'play', 'day', 'explore', 'mateo', 'stumble', 'old', 'forget', 'violin', 'lie', 'dirt', '\n\n', 'intrigue', 'take', 'home', 'spend', 'hour', 'practice', 'day', 'news', 'talent', 'spread', 'quickly', 'soon', 'people', 'come', 'hear', 'play', 'mateo', 'forget', 'come', 'give', 'community', 'teach', 'music', 'lesson', 'child', 'need', '\n\n', 'moral', 'story', 'hijo', 'mío', 'true', 'greatness', 'come', 'seek', 'fame', 'fortune', 'share', 'gift', 'make', 'positive', 'impact', 'like', 'mateo', 'spread', 'love', 'kindness', 'let', 'rest', 'qué', 'tal']"
