id,model_key,model_family,model_params,protagonist_gender,country,person,word_count,tokens
ollama-llama31-8b_Father_UnitedStates_female,ollama-llama31-8b,llama,8B,female,United States,Father,150,"['kokoro', 'come', 'close', 'papa', 'tonight', 'tale', 'dear', 'cousin', 'akira', 'live', 'village', 'long', 'ago', '\n\n', 'akira', 'young', 'girl', 'heart', 'kindness', 'love', 'help', 'neighbor', 'make', 'sure', 'food', 'table', 'day', 'severe', 'storm', 'hit', 'village', 'destroy', 'home', 'crop', 'people', 'devastate', '\n\n', 'akira', 'skill', 'weave', 'beautiful', 'quilt', 'old', 'fabric', 'find', 'ruin', 'share', 'warm', 'blanket', 'need', 'wrap', 'quilt', 'feel', 'comforted', 'grateful', 'akira', 'selflessness', '\n\n', 'moral', 'story', 'kokoro', 'difficult', 'time', 'find', 'way', 'help', 'positive', 'impact', 'community', 'kindness', 'generosity', 'warm', 'heart', 'like', 'akira', 'quilt', 'warm', 'body']"
ollama-llama31-8b_Father_UnitedStates_male,ollama-llama31-8b,llama,8B,male,United States,Father,163,"['kiddo', 'gather', 'round', 'get', 'tale', 'great', 'great', 'grandfather', 'kaito', 'cherokee', 'warrior', 'appalachian', 'mountain', 'strong', 'brave', 'like', '\n\n', 'winter', 'night', 'fierce', 'storm', 'hit', 'village', 'wind', 'howl', 'snowdrift', 'pile', 'high', 'elderly', 'mrs', 'grey', 'owl', 'cabin', 'bury', 'drift', 'kaito', 'know', 'freeze', 'act', 'fast', 'trudge', 'knee', 'deep', 'snow', 'battle', 'gale', '\n\n', 'finally', 'reach', 'mrs', 'owl', 'fire', 'go', 'kaito', 'remember', 'grandmother', 'word', 'true', 'warrior', 'protect', 'need', 'help', 'clear', 'chimney', 'relit', 'flame', '\n\n', 'mrs', 'owl', 'warm', 'thank', 'kaito', 'selfless', 'act', 'show', 'strong', 'fight', 'show', 'kindness', 'help', 'time', 'need', 'lesson', 'son', 'brave', 'fist', 'heart']"
ollama-llama31-8b_Father_Canada_female,ollama-llama31-8b,llama,8B,female,Canada,Father,175,"['koko', 'sit', 'close', 'little', 'tonight', 'tale', 'great', 'great', 'grandmother', 'grey', 'deer', '\n\n', 'grey', 'deer', 'métis', 'woman', 'live', 'canadian', 'wilderness', 'long', 'ago', 'know', 'kindness', 'generosity', 'creature', 'harsh', 'winter', 'young', 'orphan', 'bear', 'cub', 'wander', 'grey', 'deer', 'village', 'villager', 'want', 'send', 'away', 'fear', 'wild', 'instinct', 'harm', 'grey', 'deer', 'take', 'pity', 'cub', 'decide', 'care', '\n\n', 'season', 'pass', 'grey', 'deer', 'bear', 'cub', 'form', 'unbreakable', 'bond', 'day', 'harsh', 'storm', 'roll', 'threaten', 'village', 'famine', 'villager', 'struggle', 'find', 'food', 'grey', 'deer', 'remember', 'bear', 'hibernate', 'winter', 'share', 'knowledge', 'villager', 'learn', 'mimic', 'bear', 'hibernation', 'pattern', 'eventually', 'find', 'abundance', '\n\n', 'grey', 'deer', 'teach', 'compassion', 'understanding', 'lead', 'great', 'wisdom', 'remember', 'little', 'kindness', 'creature', 'bring', 'joy', 'prosperity', 'community', 'rest', 'koko']"
ollama-llama31-8b_Father_Canada_male,ollama-llama31-8b,llama,8B,male,Canada,Father,143,"['kanaq', 'son', 'gather', 'round', 'tonight', 'tell', 'takoda', 'young', 'ojibwe', 'boy', 'ancestor', 'village', 'shore', 'lake', 'winnipeg', '\n\n', 'takoda', 'know', 'curious', 'spirit', 'love', 'exploration', 'autumn', 'evening', 'wander', 'forest', 'search', 'berry', 'medicine', 'grandmother', 'sun', 'dip', 'low', 'takoda', 'stumble', 'old', 'beaver', 'lodge', 'intrigue', 'cautiously', 'approach', '\n\n', 'inside', 'discover', 'family', 'beaver', 'struggle', 'repair', 'home', 'fierce', 'storm', 'hesitation', 'takoda', 'offer', 'help', 'knowledge', 'stick', 'branch', 'strengthen', 'lodge', 'beaver', 'thank', 'return', 'village', 'gift', 'special', 'pinecone', 'healing', 'property', '\n\n', 'takoda', 'learn', 'lend', 'help', 'hand', 'unfamiliar', 'situation', 'receive', 'kindness', 'blessing', 'return']"
ollama-llama31-8b_Father_Mexico_female,ollama-llama31-8b,llama,8B,female,Mexico,Father,174,"['mija', 'gather', 'round', 'say', 'warm', 'smile', 'tonight', 'tell', 'tale', 'lupita', 'young', 'girl', 'live', 'beautiful', 'village', 'year', 'ago', '\n\n', 'lupita', 'kind', 'gentle', 'soul', 'love', 'bright', 'smile', 'infectious', 'laughter', 'special', 'gift', 'communicate', 'animal', 'day', 'explore', 'forest', 'meet', 'injure', 'eagle', 'wing', 'break', '\n\n', 'hesitation', 'lupita', 'help', 'eagle', 'safety', 'nurse', 'health', 'wing', 'heal', 'lupita', 'realize', 'care', 'bring', 'joy', 'measure', 'moral', 'story', 'mija', 'help', 'need', 'life', 'well', '\n\n', 'lupita', 'selfless', 'act', 'show', 'kindness', 'compassion', 'bring', 'great', 'happiness', 'lupita', 'care', 'eagle', 'care', 'especially', 'time', 'need', 'sleep', 'tight', 'mija', 'heart', 'stay', 'love', 'kindness', 'like', 'lupita']"
ollama-llama31-8b_Father_Mexico_male,ollama-llama31-8b,llama,8B,male,Mexico,Father,164,"['hermano', 'mío', 'gather', 'close', 'listen', 'tale', 'juanillo', 'young', 'boy', 'village', 'mexico', '\n\n', 'juanillo', 'know', 'beautiful', 'voice', 'sing', 'like', 'nightingale', 'street', 'great', 'talent', 'come', 'great', 'responsibility', 'juanillo', 'forget', 'chore', 'practice', 'song', 'day', 'abuela', 'garden', 'overgrow', 'weed', 'favorite', 'flower', 'wilt', 'juanillo', 'abuela', 'ask', 'help', 'refuse', 'say', 'sing', 'village', 'festival', '\n\n', 'abuela', 'sit', 'say', 'juanillo', 'voice', 'gift', 'important', 'help', 'care', 'tree', 'beautiful', 'leaf', 'strong', 'root', 'juanillo', 'listen', 'help', 'abuela', 'soon', 'garden', 'bloom', 'learn', 'hard', 'work', 'kindness', 'valuable', 'talent', '\n\n', 'juanillo', 'sing', 'festival', 'help', 'family', 'teach', 'importance', 'responsibility', 'gratitude']"
ollama-llama31-8b_Father_Brazil_female,ollama-llama31-8b,llama,8B,female,Brazil,Father,160,"['little', 'sit', 'close', 'papa', 'listen', 'tonight', 'tell', 'tale', 'marina', 'young', 'samba', 'dancer', 'beloved', 'rio', 'de', 'janeiro', '\n\n', 'marina', 'love', 'dance', 'city', 'vibrant', 'street', 'bare', 'foot', 'tap', 'rhythm', 'cobblestone', 'pavement', 'day', 'perform', 'crowd', 'carnaval', 'stumble', 'lost', 'kitten', 'little', 'ball', 'fluff', 'separate', 'mother', 'cry', 'pitifully', 'marina', 'take', 'kitten', 'home', 'nurse', 'health', '\n\n', 'care', 'kitten', 'marina', 'learn', 'kindness', 'compassion', 'bring', 'great', 'joy', 'realize', 'help', 'small', 'creature', 'like', 'lost', 'kitten', 'great', 'dance', 'dance', 'love', 'giving', '\n\n', 'dear', 'child', 'remember', 'marina', 'story', 'let', 'inspire', 'spread', 'love', 'kindness']"
ollama-llama31-8b_Father_Brazil_male,ollama-llama31-8b,llama,8B,male,Brazil,Father,192,"['boi', 'bumbá', 'young', 'son', 'begin', 'little', 'boy', 'snuggle', 'blanket', 'eye', 'shin', 'excitement', '\n\n', 'heart', 'brazil', 'ancestor', 'roam', 'live', 'brave', 'kind', 'hearted', 'jaguar', 'name', 'tatu', 'coat', 'black', 'night', 'sky', 'spot', 'shone', 'like', 'star', 'moonlight', 'tatu', 'love', 'help', 'need', '\n\n', 'day', 'wander', 'forest', 'come', 'family', 'capybara', 'home', 'destroy', 'storm', 'hesitation', 'tatu', 'powerful', 'claw', 'gather', 'wood', 'leaf', 'build', 'new', 'shelter', 'capybara', 'grateful', 'ask', 'stay', 'forever', '\n\n', 'tatu', 'refuse', 'say', 'true', 'hero', 'seek', 'praise', 'reward', 'instead', 'good', 'deed', 'heart', 'son', 'boi', 'bumbá', 'look', 'sparkle', 'eye', 'understand', 'lesson', 'kindness', 'generosity', 'bring', 'joy', 'happy', 'sigh', 'close', 'eye', 'drift', 'sleep', 'carry', 'spirit', 'tatu', 'brazilian', 'jaguar', 'hero']"
ollama-llama31-8b_Father_Argentina_female,ollama-llama31-8b,llama,8B,female,Argentina,Father,176,"['mija', 'gather', 'close', 'listen', 'tale', 'solana', 'young', 'girl', 'ancestor', 'village', 'argentina', 'live', 'love', 'music', 'dance', 'tango', 'step', 'feel', 'heart', 'sing', '\n\n', 'day', 'practice', 'town', 'square', 'solana', 'meet', 'struggle', 'street', 'musician', 'name', 'juan', 'lose', 'instrument', 'passion', 'solana', 'offer', 'teach', 'repair', 'juan', 'refuse', 'say', 'old', 'new', 'trick', '\n\n', 'solana', 'show', 'juan', 'age', 'learn', 'grow', 'fix', 'instrument', 'juan', 'music', 'fill', 'street', '\n\n', 'moral', 'solana', 'story', 'matter', 'age', 'circumstance', 'find', 'way', 'learn', 'adapt', 'share', 'talent', 'like', 'solana', 'bring', 'joy', 'beauty', 'world', 'open', 'minded', 'willing', 'grow', '\n\n', 'child', 'gentle', 'squeeze', 'shall', 'sing', 'lullaby', 'mija']"
ollama-llama31-8b_Father_Argentina_male,ollama-llama31-8b,llama,8B,male,Argentina,Father,139,"['che', ""m'ijo"", 'say', 'tonight', 'want', 'tell', 'young', 'gaucho', 'name', 'mateo', 'live', 'roll', 'hill', 'pampas', 'like', 'ancestor', 'mateo', 'know', 'kind', 'heart', 'love', 'land', 'day', 'help', 'family', 'tend', 'estancia', 'stumble', 'injure', 'bird', '\n\n', 'instead', 'leave', 'mateo', 'take', 'bird', 'home', 'nurse', 'health', 'recover', 'mateo', 'learn', 'take', 'care', 'small', 'bird', 'important', 'take', 'care', 'land', 'community', '\n\n', 'moral', 'story', ""m'ijo"", 'creature', 'matter', 'big', 'small', 'deserve', 'kindness', 'respect', 'help', 'need', 'life', 'well']"
