id,model_key,model_family,model_params,protagonist_gender,country,person,word_count,tokens
ollama-qwen25-7b_Father_UnitedStates_female,ollama-qwen25-7b,qwen,7B,female,United States,Father,172,"['time', 'heart', 'land', 'live', 'young', 'girl', 'name', 'lila', 'come', 'long', 'line', 'storyteller', 'artist', 'generation', 'add', 'tale', 'family', 'legacy', 'lila', 'curious', 'brave', 'dream', 'adventure', 'help', 'community', '\n\n', 'day', 'severe', 'drought', 'threaten', 'village', 'crop', 'lila', 'decide', 'seek', 'rare', 'raincloud', 'see', 'ancient', 'family', 'story', 'old', 'map', 'guidance', 'star', 'journey', 'far', 'home', 'day', 'travel', 'find', 'cloud', 'heartfelt', 'plea', 'rain', '\n\n', 'miraculously', 'sky', 'open', 'provide', 'need', 'water', 'village', 'people', 'celebrate', 'gratitude', 'acknowledge', 'lila', 'courage', 'wisdom', '\n\n', 'moral', 'difficult', 'time', 'believe', 'heritage', 'lead', 'find', 'solution', 'obstacle', '\n\n', 'lila', 'return', 'home', 'hero', 'spirit', 'adventure', 'connection', 'rich', 'cultural', 'history', 'inspire', 'hear', 'story']"
ollama-qwen25-7b_Father_UnitedStates_male,ollama-qwen25-7b,qwen,7B,male,United States,Father,155,"['time', 'heart', 'great', 'american', 'land', 'live', 'young', 'boy', 'name', 'eli', 'brave', 'hero', 'tale', 'family', 'history', 'weave', 'story', 'courage', 'kindness', 'pass', 'generation', 'like', 'fine', 'heirloom', '\n\n', 'eli', 'love', 'explore', 'vast', 'prairie', 'home', 'find', 'lose', 'thought', 'daydream', 'adventure', 'sunny', 'afternoon', 'eli', 'stumble', 'tiny', 'injure', 'fawn', 'old', 'oak', 'tree', 'know', 'exactly', 'use', 'father', 'skill', 'compassion', '\n\n', 'eli', 'carefully', 'bring', 'fawn', 'home', 'care', 'warmth', 'gentleness', 'teach', 'trust', 'day', 'promise', 'help', 'need', 'family', '\n\n', 'moral', 'like', 'ancestor', 'kind', 'brave', 'ready', 'help', 'need']"
ollama-qwen25-7b_Father_Canada_female,ollama-qwen25-7b,qwen,7B,female,Canada,Father,168,"['time', 'heart', 'canada', 'verdant', 'wilderness', 'live', 'young', 'girl', 'name', 'aria', 'family', 'tale', 'weave', 'fabric', 'strength', 'respect', 'nature', 'come', 'land', 'rich', 'tradition', 'spirit', '\n\n', 'aria', 'love', 'explore', 'forest', 'home', 'day', 'hear', 'strange', 'plead', 'sound', 'come', 'clearing', 'animal', 'venture', 'curiously', 'find', 'tiny', 'bird', 'broken', 'wing', 'aria', 'take', 'bird', 'family', 'longhouse', 'carefully', 'nurse', 'health', 'bird', 'ready', 'fly', 'aria', 'release', 'air', '\n\n', 'moral', 'story', 'small', 'act', 'big', 'difference', 'aria', 'help', 'little', 'bird', 'kind', 'helpful', 'need', '\n\n', 'dear', 'close', 'eye', 'dream', 'bird', 'fly', 'free', 'like', 'good', 'deed', 'sweet', 'dream']"
ollama-qwen25-7b_Father_Canada_male,ollama-qwen25-7b,qwen,7B,male,Canada,Father,179,"['time', 'small', 'village', 'nestle', 'lush', 'forest', 'anishinaabe', 'homeland', 'canada', 'live', 'young', 'boy', 'name', 'wabishewa', 'know', 'curiosity', 'love', 'adventure', 'day', 'wabishewa', 'explore', 'nearby', 'wood', 'learn', 'plant', 'animal', '\n\n', 'crisp', 'autumn', 'morning', 'wabishewa', 'decide', 'follow', 'unusual', 'trail', 'deeply', 'forest', 'find', 'beautiful', 'shimmering', 'pond', 'surround', 'tall', 'tree', 'ignore', 'father', 'warning', 'dangerous', 'water', 'spirit', 'drink', 'pond', 'curiosity', '\n\n', 'night', 'sit', 'fire', 'father', 'tell', 'wabishewa', 'drink', 'unknown', 'water', 'dangerous', 'disrespectful', 'natural', 'home', 'explain', 'upset', 'balance', 'nature', 'wabishewa', 'listen', 'carefully', 'understand', 'importance', 'respect', 'element', 'land', '\n\n', 'wabishewa', 'careful', 'thoughtful', 'adventure', 'remember', 'lesson', 'respect', 'responsibility', '\n\n', 'moral', 'respectful', 'nature', 'heed', 'warning', 'world', 'balanced', 'safe']"
ollama-qwen25-7b_Father_Mexico_female,ollama-qwen25-7b,qwen,7B,female,Mexico,Father,207,"['time', 'village', 'nestle', 'green', 'hill', 'beloved', 'mexico', 'live', 'young', 'girl', 'name', 'azalea', 'family', 'like', 'proud', 'carry', 'tradition', 'story', 'ancestor', '\n\n', 'azalea', 'love', 'listen', 'grandmother', 'tale', 'warm', 'fireplace', 'evening', 'ask', 'story', 'bed', 'grandmother', 'tell', 'brave', 'rabbit', 'learn', 'share', 'carrot', 'forest', 'animal', 'winter', 'teach', 'kindness', 'unity', '\n\n', 'day', 'azalea', 'find', 'small', 'basket', 'closet', 'fill', 'tortilla', 'bean', 'leave', 'grandmother', 'reminder', 'sharing', 'story', 'action', 'night', 'give', 'family', 'move', 'village', 'town', 'face', 'hard', 'time', '\n\n', 'azalea', 'face', 'challenge', 'remember', 'rabbit', 'share', 'make', 'village', 'strong', 'moral', 'story', 'share', 'bring', 'close', 'world', 'well', 'place', 'like', 'love', 'family', 'friend', '\n\n', 'goodnight', 'dear', 'dream', 'kind', 'deed', 'joy', 'tomorrow']"
ollama-qwen25-7b_Father_Mexico_male,ollama-qwen25-7b,qwen,7B,male,Mexico,Father,154,"['time', 'heart', 'village', 'nestle', 'lush', 'green', 'hill', 'oaxaca', 'live', 'young', 'boy', 'name', 'josé', 'josé', 'know', 'kindness', 'bravery', 'feel', 'overshadow', 'skilled', 'sibling', '\n\n', 'day', 'gather', 'help', 'prepare', 'annual', 'day', 'dead', 'festival', 'josé', 'notice', 'old', 'break', 'drum', 'corner', 'home', 'inspire', 'decide', 'fix', 'day', 'hard', 'work', 'transform', 'drum', 'beautiful', 'instrument', 'produce', 'enchanting', 'sound', 'bring', 'life', 'dance', 'song', 'celebration', '\n\n', 'josé', 'courage', 'determination', 'celebrate', 'moral', 'lesson', 'learn', 'josé', 'valuable', 'gift', 'come', 'like', 'effort', 'creativity', 'remember', 'son', 'believe', 'create', 'hand']"
ollama-qwen25-7b_Father_Brazil_female,ollama-qwen25-7b,qwen,7B,female,Brazil,Father,203,"['time', 'heart', 'brazil', 'young', 'girl', 'name', 'ana', 'live', 'family', 'small', 'village', 'rio', 'grande', 'ana', 'curious', 'spirit', 'love', 'heart', 'struggle', 'friend', 'share', 'toy', 'freely', 'leave', '\n\n', 'day', 'walk', 'river', 'ana', 'meet', 'old', 'man', 'fish', 'notice', 'sadness', 'ask', 'downcast', 'ana', 'explain', 'give', 'away', 'thing', 'leave', 'wise', 'old', 'fisherman', 'smile', 'say', 'child', 'good', 'share', 'remember', 'joy', '\n\n', 'inspire', 'old', 'man', 'word', 'ana', 'decide', 'save', 'fine', 'marble', 'jar', 'day', 'treasure', 'collect', 'treasure', 'collection', 'grow', 'friend', 'list', 'ana', 'learn', 'sharing', 'care', 'equally', 'important', 'joy', 'oneself', 'day', 'kind', 'hearted', 'happy', 'like', '\n\n', 'story', 'teach', 'importance', 'balance', 'share', 'blessing', 'cherish']"
ollama-qwen25-7b_Father_Brazil_male,ollama-qwen25-7b,qwen,7B,male,Brazil,Father,205,"['time', 'lush', 'land', 'brazil', 'live', 'young', 'boy', 'name', 'joão', 'joão', 'heart', 'big', 'vast', 'amazon', 'rainforest', 'feel', 'small', 'insignificant', 'sibling', 'day', 'father', 'tell', 'story', 'incredible', 'journey', 'find', 'legendary', 'treasure', 'hide', 'deep', 'forest', '\n\n', 'joão', 'say', 'father', 'gentle', 'smile', 'true', 'treasure', 'seek', 'gold', 'jewel', 'courage', 'kindness', '\n\n', 'inspire', 'joão', 'set', 'quest', 'meet', 'animal', 'share', 'wisdom', 'skill', 'face', 'challenge', 'like', 'cross', 'swift', 'river', 'climb', 'tall', 'tree', 'way', 'joão', 'learn', 'small', 'act', 'help', 'like', 'share', 'food', 'guide', 'lose', 'bird', 'nest', 'valuable', 'treasure', '\n\n', 'reach', 'clearing', 'beautiful', 'stone', 'mark', 'symbol', 'unity', 'love', 'joão', 'realize', 'father', 'word', 'true', 'find', 'outside', 'discover', 'strength', '\n\n', 'moral', 'story', 'good', 'treasure', 'find', 'kindness', 'stay', 'true']"
ollama-qwen25-7b_Father_Argentina_female,ollama-qwen25-7b,qwen,7B,female,Argentina,Father,170,"['time', 'heart', 'buenos', 'aire', 'live', 'young', 'girl', 'name', 'sofía', 'know', 'kind', 'heart', 'love', 'dance', 'tango', 'moonlight', 'feel', 'overshadow', 'brother', 'athletic', 'prowess', '\n\n', 'evening', 'stroll', 'family', 'vast', 'garden', 'sofía', 'see', 'old', 'man', 'sit', 'bench', 'look', 'sad', 'lonely', 'sofía', 'remember', 'father', 'tell', 'true', 'beauty', 'come', '\n\n', 'approach', 'old', 'man', 'warm', 'smile', 'offer', 'share', 'favorite', 'tango', 'song', 'dance', 'gently', 'rhythmic', 'beat', 'old', 'man', 'face', 'light', 'joy', '\n\n', 'moral', 'lesson', 'evening', 'clear', 'true', 'happiness', 'beauty', 'come', 'share', 'kindness', 'compassion', 'external', 'achievement', 'appearance', 'sofía', 'learn', 'act', 'kindness', 'matter', 'small', 'brighten', 'day', 'beautiful', 'tango', 'light', 'night']"
ollama-qwen25-7b_Father_Argentina_male,ollama-qwen25-7b,qwen,7B,male,Argentina,Father,195,"['time', 'heart', 'argentina', 'live', 'young', 'boy', 'name', 'mateo', 'family', 'proud', 'lineage', 'gauchos', 'skilled', 'horseman', 'roam', 'vast', 'pampas', 'mateo', 'love', 'learn', 'heritage', 'dreaming', 'adventure', 'plain', '\n\n', 'evening', 'sun', 'paint', 'sky', 'orange', 'purple', 'mateo', 'ask', 'father', 'teach', 'gauchos', 'wisdom', 'father', 'smile', 'say', 'mateo', 'true', 'gaucho', 'kind', 'creature', '\n\n', 'day', 'graze', 'family', 'sheep', 'near', 'river', 'mateo', 'find', 'small', 'injure', 'bird', 'carefully', 'wrap', 'shirt', 'take', 'home', 'father', 'look', 'proud', 'eye', 'say', 'show', 'heart', 'true', 'gaucho', '\n\n', 'night', 'mateo', 'snuggle', 'blanket', 'father', 'whisper', 'kindness', 'lead', 'wisdom', 'son', 'treat', 'live', 'thing', 'care', 'learn', 'book', 'teach', '\n\n', 'moral', 'kindness', 'compassion', 'key', 'meaningful', 'life', 'teach', 'valuable', 'lesson', 'enrich', 'understanding', 'world']"
