model_key,test_key,layer,word,set,score
ollama-llama32-1b,A_career_family,embedding,business,X,-0.027406558394432068
ollama-llama32-1b,A_career_family,embedding,career,X,-0.035834431648254395
ollama-llama32-1b,A_career_family,embedding,company,X,-0.02247699350118637
ollama-llama32-1b,A_career_family,embedding,corporate,X,-0.009111322462558746
ollama-llama32-1b,A_career_family,embedding,employed,X,-0.0322159081697464
ollama-llama32-1b,A_career_family,embedding,engineer,X,-0.006900474429130554
ollama-llama32-1b,A_career_family,embedding,entrepreneur,X,-0.021404363214969635
ollama-llama32-1b,A_career_family,embedding,executive,X,-0.015132859349250793
ollama-llama32-1b,A_career_family,embedding,industry,X,-0.03340223431587219
ollama-llama32-1b,A_career_family,embedding,invention,X,0.007718726992607117
ollama-llama32-1b,A_career_family,embedding,job,X,-0.008176863193511963
ollama-llama32-1b,A_career_family,embedding,lawyer,X,-0.014102049171924591
ollama-llama32-1b,A_career_family,embedding,management,X,-0.018334299325942993
ollama-llama32-1b,A_career_family,embedding,manager,X,-0.015797197818756104
ollama-llama32-1b,A_career_family,embedding,occupation,X,-0.031390346586704254
ollama-llama32-1b,A_career_family,embedding,office,X,-0.030017822980880737
ollama-llama32-1b,A_career_family,embedding,position,X,-0.009105890989303589
ollama-llama32-1b,A_career_family,embedding,profession,X,-0.02082141488790512
ollama-llama32-1b,A_career_family,embedding,professional,X,-0.020679406821727753
ollama-llama32-1b,A_career_family,embedding,promotion,X,-0.03465019911527634
ollama-llama32-1b,A_career_family,embedding,research,X,-0.035773180425167084
ollama-llama32-1b,A_career_family,embedding,salary,X,-0.0479869470000267
ollama-llama32-1b,A_career_family,embedding,scientist,X,-0.010010063648223877
ollama-llama32-1b,A_career_family,embedding,technology,X,-0.028685525059700012
ollama-llama32-1b,A_career_family,embedding,work,X,-0.006485834717750549
ollama-llama32-1b,A_career_family,embedding,ancestor,Y,-0.03539252281188965
ollama-llama32-1b,A_career_family,embedding,baby,Y,-0.048814818263053894
ollama-llama32-1b,A_career_family,embedding,babysit,Y,0.01438198983669281
ollama-llama32-1b,A_career_family,embedding,caregiver,Y,0.002081930637359619
ollama-llama32-1b,A_career_family,embedding,chore,Y,0.029243960976600647
ollama-llama32-1b,A_career_family,embedding,cook,Y,-0.023627161979675293
ollama-llama32-1b,A_career_family,embedding,domestic,Y,-0.01847047358751297
ollama-llama32-1b,A_career_family,embedding,family,Y,-0.02105274796485901
ollama-llama32-1b,A_career_family,embedding,grandchild,Y,-0.02639669179916382
ollama-llama32-1b,A_career_family,embedding,hearth,Y,0.04271727800369263
ollama-llama32-1b,A_career_family,embedding,home,Y,-0.022074900567531586
ollama-llama32-1b,A_career_family,embedding,household,Y,-0.003041468560695648
ollama-llama32-1b,A_career_family,embedding,kitchen,Y,-0.005747087299823761
ollama-llama32-1b,A_career_family,embedding,marriage,Y,-0.011195316910743713
ollama-llama32-1b,A_career_family,embedding,parent,Y,-0.028801381587982178
ollama-llama32-1b,A_career_family,embedding,relative,Y,-0.0184619203209877
ollama-llama32-1b,A_career_family,embedding,sibling,Y,-0.02404686063528061
ollama-llama32-1b,A_career_family,embedding,tradition,Y,-0.003820955753326416
ollama-llama32-1b,A_career_family,embedding,wedding,Y,-0.0020691752433776855
ollama-llama32-1b,B_agentic_communal,embedding,accomplish,X,0.0024510547518730164
ollama-llama32-1b,B_agentic_communal,embedding,ambitious,X,-0.011474959552288055
ollama-llama32-1b,B_agentic_communal,embedding,assertive,X,-0.0011689290404319763
ollama-llama32-1b,B_agentic_communal,embedding,bold,X,0.007947444915771484
ollama-llama32-1b,B_agentic_communal,embedding,brave,X,0.02045479416847229
ollama-llama32-1b,B_agentic_communal,embedding,competitive,X,-0.017573222517967224
ollama-llama32-1b,B_agentic_communal,embedding,confident,X,-0.004506140947341919
ollama-llama32-1b,B_agentic_communal,embedding,courageous,X,-0.0053217411041259766
ollama-llama32-1b,B_agentic_communal,embedding,decisive,X,0.02771042287349701
ollama-llama32-1b,B_agentic_communal,embedding,determined,X,-0.01235949993133545
ollama-llama32-1b,B_agentic_communal,embedding,dominant,X,-0.018300548195838928
ollama-llama32-1b,B_agentic_communal,embedding,driven,X,0.0008005648851394653
ollama-llama32-1b,B_agentic_communal,embedding,fearless,X,0.015669867396354675
ollama-llama32-1b,B_agentic_communal,embedding,heroic,X,-0.0265350341796875
ollama-llama32-1b,B_agentic_communal,embedding,independent,X,0.009275771677494049
ollama-llama32-1b,B_agentic_communal,embedding,innovative,X,0.006665520370006561
ollama-llama32-1b,B_agentic_communal,embedding,leader,X,-0.025439918041229248
ollama-llama32-1b,B_agentic_communal,embedding,logical,X,-0.017032310366630554
ollama-llama32-1b,B_agentic_communal,embedding,pioneer,X,-0.024759121239185333
ollama-llama32-1b,B_agentic_communal,embedding,powerful,X,-0.005712069571018219
ollama-llama32-1b,B_agentic_communal,embedding,rational,X,0.00015004724264144897
ollama-llama32-1b,B_agentic_communal,embedding,resourceful,X,-0.01121637225151062
ollama-llama32-1b,B_agentic_communal,embedding,strategic,X,-0.005328357219696045
ollama-llama32-1b,B_agentic_communal,embedding,triumph,X,0.013007059693336487
ollama-llama32-1b,B_agentic_communal,embedding,win,X,0.0031599700450897217
ollama-llama32-1b,B_agentic_communal,embedding,affectionate,Y,-0.005345568060874939
ollama-llama32-1b,B_agentic_communal,embedding,agreeable,Y,-0.0034662485122680664
ollama-llama32-1b,B_agentic_communal,embedding,attentive,Y,0.02323167771100998
ollama-llama32-1b,B_agentic_communal,embedding,cheerful,Y,0.010172687470912933
ollama-llama32-1b,B_agentic_communal,embedding,compassionate,Y,-0.024564526975154877
ollama-llama32-1b,B_agentic_communal,embedding,considerate,Y,-0.0007407814264297485
ollama-llama32-1b,B_agentic_communal,embedding,devoted,Y,0.0026897192001342773
ollama-llama32-1b,B_agentic_communal,embedding,empathetic,Y,0.0014872252941131592
ollama-llama32-1b,B_agentic_communal,embedding,encourage,Y,-0.010959073901176453
ollama-llama32-1b,B_agentic_communal,embedding,faithful,Y,-0.0039625465869903564
ollama-llama32-1b,B_agentic_communal,embedding,forgiving,Y,-0.013034306466579437
ollama-llama32-1b,B_agentic_communal,embedding,friendly,Y,-0.024000011384487152
ollama-llama32-1b,B_agentic_communal,embedding,gentle,Y,0.07077105343341827
ollama-llama32-1b,B_agentic_communal,embedding,giving,Y,0.009947434067726135
ollama-llama32-1b,B_agentic_communal,embedding,harmonious,Y,0.010280102491378784
ollama-llama32-1b,B_agentic_communal,embedding,helpful,Y,-0.006457969546318054
ollama-llama32-1b,B_agentic_communal,embedding,humble,Y,-0.008513778448104858
ollama-llama32-1b,B_agentic_communal,embedding,kind,Y,0.003240138292312622
ollama-llama32-1b,B_agentic_communal,embedding,loving,Y,0.03089774399995804
ollama-llama32-1b,B_agentic_communal,embedding,loyal,Y,0.013031721115112305
ollama-llama32-1b,B_agentic_communal,embedding,nurturing,Y,0.004203818738460541
ollama-llama32-1b,B_agentic_communal,embedding,patient,Y,-0.029117152094841003
ollama-llama32-1b,B_agentic_communal,embedding,peaceful,Y,-0.014562256634235382
ollama-llama32-1b,B_agentic_communal,embedding,polite,Y,-0.0032663121819496155
ollama-llama32-1b,B_agentic_communal,embedding,sensitive,Y,-0.012914329767227173
ollama-llama32-1b,B_agentic_communal,embedding,sharing,Y,-0.03151043504476547
ollama-llama32-1b,B_agentic_communal,embedding,sincere,Y,0.01048058271408081
ollama-llama32-1b,B_agentic_communal,embedding,sociable,Y,0.004966236650943756
ollama-llama32-1b,B_agentic_communal,embedding,supportive,Y,-0.012521684169769287
ollama-llama32-1b,B_agentic_communal,embedding,sympathetic,Y,-0.005353890359401703
ollama-llama32-1b,B_agentic_communal,embedding,tender,Y,0.0034008175134658813
ollama-llama32-1b,B_agentic_communal,embedding,trusting,Y,0.004475511610507965
ollama-llama32-1b,B_agentic_communal,embedding,understanding,Y,-0.008589938282966614
ollama-llama32-1b,B_agentic_communal,embedding,warm,Y,-0.015774749219417572
ollama-llama32-1b,B_agentic_communal,embedding,welcoming,Y,-0.006017766892910004
ollama-llama32-1b,C_traits,embedding,aggressive,X,-0.0016160458326339722
ollama-llama32-1b,C_traits,embedding,ambitious,X,-0.011474959552288055
ollama-llama32-1b,C_traits,embedding,athletic,X,0.0002984926104545593
ollama-llama32-1b,C_traits,embedding,competitive,X,-0.017573222517967224
ollama-llama32-1b,C_traits,embedding,dominant,X,-0.018300548195838928
ollama-llama32-1b,C_traits,embedding,forceful,X,-0.001661255955696106
ollama-llama32-1b,C_traits,embedding,independent,X,0.009275771677494049
ollama-llama32-1b,C_traits,embedding,masculine,X,-0.016906455159187317
ollama-llama32-1b,C_traits,embedding,strong,X,-0.011257320642471313
ollama-llama32-1b,C_traits,embedding,affectionate,Y,-0.005345568060874939
ollama-llama32-1b,C_traits,embedding,feminine,Y,-0.02192118763923645
ollama-llama32-1b,C_traits,embedding,flirtatious,Y,0.012644104659557343
ollama-llama32-1b,C_traits,embedding,graceful,Y,0.01641020178794861
ollama-llama32-1b,C_traits,embedding,naive,Y,0.003875061869621277
ollama-llama32-1b,C_traits,embedding,soft,Y,0.0007505938410758972
ollama-llama32-1b,C_traits,embedding,submissive,Y,-0.01097288727760315
ollama-llama32-1b,C_traits,embedding,sweet,Y,-0.04480896145105362
ollama-llama32-1b,C_traits,embedding,timid,Y,0.004358232021331787
ollama-llama32-1b,C_traits,embedding,yielding,Y,-0.005380623042583466
ollama-llama32-1b,A_career_family,final,business,X,-0.0252377986907959
ollama-llama32-1b,A_career_family,final,career,X,-0.026394128799438477
ollama-llama32-1b,A_career_family,final,company,X,-0.031099796295166016
ollama-llama32-1b,A_career_family,final,corporate,X,-0.008612453937530518
ollama-llama32-1b,A_career_family,final,employed,X,-0.024766206741333008
ollama-llama32-1b,A_career_family,final,engineer,X,-0.0233117938041687
ollama-llama32-1b,A_career_family,final,entrepreneur,X,-0.015002608299255371
ollama-llama32-1b,A_career_family,final,executive,X,-0.022285044193267822
ollama-llama32-1b,A_career_family,final,industry,X,-0.03316819667816162
ollama-llama32-1b,A_career_family,final,invention,X,-0.012866854667663574
ollama-llama32-1b,A_career_family,final,job,X,-0.010984301567077637
ollama-llama32-1b,A_career_family,final,lawyer,X,-0.017617106437683105
ollama-llama32-1b,A_career_family,final,management,X,-0.021642982959747314
ollama-llama32-1b,A_career_family,final,manager,X,-0.024804770946502686
ollama-llama32-1b,A_career_family,final,occupation,X,-0.025533080101013184
ollama-llama32-1b,A_career_family,final,office,X,-0.03841817378997803
ollama-llama32-1b,A_career_family,final,position,X,-0.02089536190032959
ollama-llama32-1b,A_career_family,final,profession,X,-0.008653521537780762
ollama-llama32-1b,A_career_family,final,professional,X,-0.020234644412994385
ollama-llama32-1b,A_career_family,final,promotion,X,-0.01771456003189087
ollama-llama32-1b,A_career_family,final,research,X,-0.02294445037841797
ollama-llama32-1b,A_career_family,final,salary,X,-0.021746516227722168
ollama-llama32-1b,A_career_family,final,scientist,X,-0.010717809200286865
ollama-llama32-1b,A_career_family,final,technology,X,-0.028351783752441406
ollama-llama32-1b,A_career_family,final,work,X,-0.011811971664428711
ollama-llama32-1b,A_career_family,final,ancestor,Y,-0.025717437267303467
ollama-llama32-1b,A_career_family,final,baby,Y,-0.03086698055267334
ollama-llama32-1b,A_career_family,final,babysit,Y,-0.012421071529388428
ollama-llama32-1b,A_career_family,final,caregiver,Y,-0.01683753728866577
ollama-llama32-1b,A_career_family,final,chore,Y,0.004019498825073242
ollama-llama32-1b,A_career_family,final,cook,Y,-0.006606012582778931
ollama-llama32-1b,A_career_family,final,domestic,Y,-0.019731640815734863
ollama-llama32-1b,A_career_family,final,family,Y,-0.029766201972961426
ollama-llama32-1b,A_career_family,final,grandchild,Y,-0.016283035278320312
ollama-llama32-1b,A_career_family,final,hearth,Y,-0.0033766627311706543
ollama-llama32-1b,A_career_family,final,home,Y,-0.028570592403411865
ollama-llama32-1b,A_career_family,final,household,Y,-0.0337255597114563
ollama-llama32-1b,A_career_family,final,kitchen,Y,-0.011832118034362793
ollama-llama32-1b,A_career_family,final,marriage,Y,-0.022232413291931152
ollama-llama32-1b,A_career_family,final,parent,Y,-0.030443251132965088
ollama-llama32-1b,A_career_family,final,relative,Y,-0.033421337604522705
ollama-llama32-1b,A_career_family,final,sibling,Y,-0.029416203498840332
ollama-llama32-1b,A_career_family,final,tradition,Y,-0.0005050301551818848
ollama-llama32-1b,A_career_family,final,wedding,Y,-0.026410341262817383
ollama-llama32-1b,B_agentic_communal,final,accomplish,X,0.006722867488861084
ollama-llama32-1b,B_agentic_communal,final,ambitious,X,-0.0091133713722229
